route_variant,seq,from_station,to_station,distance_miles,run_min,wait_min
SURBITON - WEYMOUTH,18,PARKSTONE,POOLE,,3,0
SURBITON - WEYMOUTH,19,POOLE,HAMWORTHY,,5,1
SURBITON - WEYMOUTH,20,HAMWORTHY,WAREHAM,,6,0
SURBITON - WEYMOUTH,21,WAREHAM,WOOL,,6,1
SURBITON - WEYMOUTH,22,WOOL,MORETON (DORSET),,6,0
SURBITON - WEYMOUTH,23,MORETON (DORSET),DORCHESTER SOUTH,,7,0
SURBITON - WEYMOUTH,24,DORCHESTER SOUTH,UPWEY,,7,1
SURBITON - WEYMOUTH,25,UPWEY,WEYMOUTH,,5,0
WEYMOUTH - WOKING (11),1,WEYMOUTH,DORCHESTER SOUTH,,9,0
WEYMOUTH - WOKING (11),2,DORCHESTER SOUTH,WOOL,,10,1
WEYMOUTH - WOKING (11),3,WOOL,WAREHAM,,6,1
WEYMOUTH - WOKING (11),4,WAREHAM,HOLTON HEATH,,4,1
WEYMOUTH - WOKING (11),5,HOLTON HEATH,HAMWORTHY,,4,0
WEYMOUTH - WOKING (11),6,HAMWORTHY,POOLE,,4,1
WEYMOUTH - WOKING (11),7,POOLE,PARKSTONE,,4,1
WEYMOUTH - WOKING (11),8,PARKSTONE,BRANKSOME,,4,0
WEYMOUTH - WOKING (11),9,BRANKSOME,BOURNEMOUTH,,6,0
WEYMOUTH - WOKING (11),10,BOURNEMOUTH,POKESDOWN,,4,4
WEYMOUTH - WOKING (11),11,POKESDOWN,CHRISTCHURCH,,3,0
WEYMOUTH - WOKING (11),12,CHRISTCHURCH,HINTON ADMIRAL,,5,1
WEYMOUTH - WOKING (11),13,HINTON ADMIRAL,NEW MILTON,,4,0
WEYMOUTH - WOKING (11),14,NEW MILTON,SWAY,,4,1
WEYMOUTH - WOKING (11),15,SWAY,BROCKENHURST,,4,1
WEYMOUTH - WOKING (11),16,BROCKENHURST,ASHURST NEW FOREST,,8,1
WEYMOUTH - WOKING (11),17,ASHURST NEW FOREST,TOTTON,,4,0
WEYMOUTH - WOKING (11),18,TOTTON,SOUTHAMPTON CENTRAL,,5,1
WEYMOUTH - WOKING (11),19,SOUTHAMPTON CENTRAL,SOUTHAMPTON AIRPORT (PARKWAY),,7,2
WEYMOUTH - WOKING (11),20,SOUTHAMPTON AIRPORT (PARKWAY),WINCHESTER,,9,1
WEYMOUTH - WOKING (11),21,WINCHESTER,WOKING,,34,1
WEYMOUTH - WOKING (12),1,WEYMOUTH,UPWEY,,4,0
WEYMOUTH - WOKING (12),2,UPWEY,DORCHESTER SOUTH,,7,0
WEYMOUTH - WOKING (12),3,DORCHESTER SOUTH,MORETON (DORSET),,7,1
WEYMOUTH - WOKING (12),4,MORETON (DORSET),WOOL,,5,0
WEYMOUTH - WOKING (12),5,WOOL,WAREHAM,,6,1
WEYMOUTH - WOKING (12),6,WAREHAM,HOLTON HEATH,,4,1
WEYMOUTH - WOKING (12),7,HOLTON HEATH,HAMWORTHY,,4,0
WEYMOUTH - WOKING (12),8,HAMWORTHY,POOLE,,4,1
WEYMOUTH - WOKING (12),9,POOLE,PARKSTONE,,4,1
WEYMOUTH - WOKING (12),10,PARKSTONE,BRANKSOME,,4,0
WEYMOUTH - WOKING (12),11,BRANKSOME,BOURNEMOUTH,,5,0
WEYMOUTH - WOKING (12),12,BOURNEMOUTH,BROCKENHURST,,14,5
WEYMOUTH - WOKING (12),13,BROCKENHURST,SOUTHAMPTON CENTRAL,,14,1
WEYMOUTH - WOKING (12),14,SOUTHAMPTON CENTRAL,SOUTHAMPTON AIRPORT (PARKWAY),,7,2
WEYMOUTH - WOKING (12),15,SOUTHAMPTON AIRPORT (PARKWAY),WINCHESTER,,9,1
WEYMOUTH - WOKING (12),16,WINCHESTER,WOKING,,32,1
WOKING - WEYMOUTH (10),1,WOKING,BASINGSTOKE,,19,2
WOKING - WEYMOUTH (10),2,BASINGSTOKE,WINCHESTER,,15,2
WOKING - WEYMOUTH (10),3,WINCHESTER,EASTLEIGH,,9,2
WOKING - WEYMOUTH (10),4,EASTLEIGH,SOUTHAMPTON AIRPORT (PARKWAY),,4,0
WOKING - WEYMOUTH (10),5,SOUTHAMPTON AIRPORT (PARKWAY),SOUTHAMPTON CENTRAL,,7,0
WOKING - WEYMOUTH (10),6,SOUTHAMPTON CENTRAL,BROCKENHURST,,14,2
WOKING - WEYMOUTH (10),7,BROCKENHURST,BOURNEMOUTH,,15,0
WOKING - WEYMOUTH (10),8,BOURNEMOUTH,BRANKSOME,,5,1
WOKING - WEYMOUTH (10),9,BRANKSOME,PARKSTONE,,3,0
WOKING - WEYMOUTH (10),10,PARKSTONE,POOLE,,4,0
WOKING - WEYMOUTH (10),11,POOLE,HAMWORTHY,,4,1
WOKING - WEYMOUTH (10),12,HAMWORTHY,WAREHAM,,6,1
WOKING - WEYMOUTH (10),13,WAREHAM,DORCHESTER SOUTH,,15,1
WOKING - WEYMOUTH (10),14,DORCHESTER SOUTH,WEYMOUTH,,9,1
FARNBOROUGH (MAIN) - GUILDFORD,1,FARNBOROUGH (MAIN),GUILDFORD,,35,0
FARNBOROUGH (MAIN) - WEYBRIDGE,1,FARNBOROUGH (MAIN),BROOKWOOD,,20,0
FARNBOROUGH (MAIN) - WEYBRIDGE,2,BROOKWOOD,WOKING,,15,0
FARNBOROUGH (MAIN) - WEYBRIDGE,3,WOKING,WEYBRIDGE,,25,5
FARNBOROUGH (MAIN) - BASINGSTOKE (2),1,FARNBOROUGH (MAIN),BASINGSTOKE,,13,0
